50,50
55,50
57.0479,51.4339
57.0479,48.5661
47.5,54.3301
45.2342,55.3867
47.7179,56.8206
47.5,45.6699
47.7179,43.1794
45.2342,44.6133
92.4825,54.595
63.9952,6.91108
91.8168,58.2268
73.0703,18.4338
75.171,21.9408
83.8736,86.079
83.193,19.1775
53.7995,10.819
40.5013,84.9415
23.8522,32.8635
16.6091,32.6679
96.2521,34.4328
12.4816,39.6869
90.6526,51.0133
93.7284,43.6031
10.1476,66.7634
16.5397,72.8218
72.1936,81.831
83.4732,14.6748
9.7791,23.8095
32.2825,74.4769
88.2399,45.6114
77.8968,38.6017
75.5339,75.5044
58.7777,96.4267
23.5963,28.0987
80.233,21.9563
32.8099,85.1906
15.6058,40.2322
84.3343,25.7202
61.385,17.9009
68.6683,79.0708
17.5682,75.4961
20.2902,42.392
76.5176,11.5756
90.2576,68.9018
59.4535,85.9153
11.681,66.844
35.5051,96.3449
16.4981,40.0098
35.0156,90.3566
70.8128,24.2737
30.1678,5.54136
20.4832,56.5891
6.61757,38.6878
68.9242,5.95684
18.3699,44.1442
15.0279,40.795
25.6005,30.9136
82.7178,16.3015
81.8481,41.9858
74.2542,77.1278
56.4178,84.1923
93.3508,62.5306
86.7391,72.4105
54.6492,19.0409
69.3345,87.508
74.7277,67.2152
87.0624,19.2458
94.174,43.4644
71.56,8.15978
83.0352,66.3415
19.0272,18.038
45.8267,2.9215
40.7203,10.8395
65.1429,79.0397
84.2348,42.1543
16.737,75.3984
56.954,8.42704
5.74834,38.1592
77.5004,33.5003
11.3439,21.8746
90.7829,59.1284
1.42544,55.8471
34.0923,7.96071
82.6678,72.2784
81.785,86.6153
10.5347,77.6659
91.6424,59.2975
82.8896,31.7588
63.5285,11.7235
37.2605,2.49911
18.4616,71.2147
21.0957,34.344
38.5353,94.1603
22.1534,29.7298
35.9543,93.5451
4.71988,51.0723
89.9651,43.7249
65.5414,78.7278
23.1105,20.1761
29.8787,25.8038
96.719,35.4081
56.8253,83.7631
29.526,80.2674
69.3033,11.9731
72.1956,26.2
55.6101,12.1977
55.1157,81.2326
88.2301,17.7936
74.7267,9.04629
87.0279,33.8447
5.33656,60.3484
2.55868,42.5888
4.81595,42.9755
50.2254,86.9978
69.4688,77.4317
78.4125,66.2554
29.4082,20.8342
6.31063,54.5306
9.68404,21.1211
82.1405,28.8284
37.7664,4.2122
54.4697,15.9978
40.0377,9.16399
79.2713,16.7648
32.191,18.8835
90.2813,27.7351
80.565,45.8534
26.5799,28.861
44.6156,13.5716
33.9366,95.3182
19.8705,26.0628
41.469,13.9554
58.4457,96.0932
8.07943,69.859
58.5537,3.13057
63.0985,83.5316
89.4575,37.8332
88.2315,24.0157
81.1774,71.0791
18.1031,46.6884
20.7119,67.8607
20.0641,81.6138
52.2946,83.6001
32.7527,6.91124
53.092,1.56005
64.4352,82.1172
27.0756,10.9074
80.7491,28.7178
