38.591,55.302
46.1013,58.2119
72.5003,23.7944
26.8522,33.9012
12.9588,78.7242
21.9699,16.6441
86.1947,71.3678
5.82146,70.1934
67.0546,50.1232
34.88,95.2856
60.0376,82.1177
62.9452,13.2896
48.2011,52.4304
94.1504,65.5095
78.0354,86.2366
72.0502,70.2093
63.5433,63.9071
79.0009,16.9567
87.5943,42.4576
36.7789,44.1748
56.1014,76.9497
27.0254,43.361
90.0202,31.9555
33.2739,63.7823
39.3681,12.5417
30.2353,77.9378
54.8617,49.6225
46.8684,41.002
28.2883,22.0824
51.367,29.3394
79.1883,58.8679
4.96818,52.6311
69.845,64.0265
70.3496,15.3098
61.017,55.1973
55.0559,58.5976
78.2288,49.7053
61.4396,44.5818
14.1037,52.5343
64.99,37.9255
70.0866,43.123
24.1382,57.747
87.2432,55.366
81.3508,79.3442
48.1945,97.2541
74.1303,81.1307
42.2609,27.3679
99.047,58.1972
30.715,28.0339
54.3872,68.2188
24.8283,88.5775
43.5268,47.9319
31.8631,89.0662
79.328,24.4347
1.20965,59.128
12.8848,65.2499
54.1116,11.5847
52.4173,81.9989
69.2017,32.8606
54.3861,37.0487
84.5358,64.3491
19.8267,36.7959
24.0575,76.7484
66.2431,85.403
14.412,43.9175
32.2886,8.79765
35.8276,31.4307
40.5481,65.63
35.9134,24.2858
79.2301,70.9432
42.9439,4.73938
77.446,40.4127
20.532,83.9281
89.4315,77.421
43.5027,72.1161
20.4527,51.6607
30.3507,57.6926
16.936,25.7642
48.489,66.2309
66.6067,74.7673
58.4272,24.1571
45.7653,19.2166
51.0587,22.6656
37.2555,84.1068
48.376,8.54162
94.3543,47.7519
76.6026,32.6663
65.3391,23.3756
66.5252,58.0488
10.1649,29.5303
42.8706,87.8252
73.9845,55.4869
27.0385,66.1529
10.0326,39.4883
50.1136,89.432
2.1393,42.2634
92.0844,24.4484
19.8937,71.469
31.4631,49.6571
50.1948,1.6494
41.6504,96.8398
95.0362,38.0353
8.15964,61.5397
36.5751,76.3727
57.208,16.7862
85.5381,25.7035
70.9874,4.92865
54.9553,5.31744
56.5803,91.0244
15.1691,58.4473
84.7966,36.5384
38.5258,36.816
31.8412,39.0859
33.6071,15.2305
25.1317,11.5071
77.4119,9.80363
21.0238,63.7365
59.6637,31.5314
64.0446,7.33994
76.5229,65.4925
59.8201,98.3891
4.32645,34.2075
15.3199,15.7999
61.5448,70.331
33.753,70.9485
70.8089,91.1162
0.123388,48.1975
22.9471,28.1418
34.8553,2.48959
45.1017,34.6544
8.51362,47.1855
48.9262,74.8669
52.7481,43.9056
86.2288,82.8974
11.5627,72.1524
84.7398,18.9305
44.9087,81.152
38.6413,18.5308
84.7066,48.2218
2.94931,64.905
10.9511,21.1563
91.3712,60.115
67.336,96.4607
99.3665,42.8179
20.9603,43.8664
99.524,51.926
59.9531,1.37399
92.9393,72.3926
62.7973,90.5221
93.7059,54.0921
