50,50
55,50
57.0479,51.4339
57.0479,48.5661
47.5,54.3301
45.2342,55.3867
47.7179,56.8206
47.5,45.6699
47.7179,43.1794
45.2342,44.6133
91.5975,48.5262
74.9036,76.6809
84.256,44.4498
50.7351,90.1482
14.0462,61.2104
71.1032,94.9
13.2941,54.6993
79.1807,35.094
83.1095,51.2337
66.8055,90.4994
16.4666,46.0401
32.9573,83.8091
41.0365,9.59954
77.6302,62.0861
89.4094,59.9998
64.3244,8.07444
2.85071,51.8774
85.5672,18.7691
65.706,15.3075
26.6155,19.685
48.0606,2.30334
60.9561,80.2093
93.4584,33.7655
21.0284,15.5324
4.21202,42.0068
75.6459,83.0399
6.22323,61.2978
81.6565,86.6412
81.3867,25.897
9.446,43.4587
20.4441,57.4819
82.5906,63.2107
17.3977,30.4655
66.3467,77.4248
19.1534,66.3414
28.8289,28.3067
24.5801,76.7965
29.9936,76.3403
68.786,19.2637
90.1775,21.0511
86.187,69.5521
94.2049,69.4635
30.9225,92.7332
84.6744,32.4295
68.7269,84.391
92.862,54.9484
58.9945,5.64017
8.85739,33.5168
61.9113,96.9046
48.1699,11.2135
46.969,94.6937
22.816,69.9863
37.9943,93.1193
75.2756,14.438
83.3258,80.5064
36.8645,19.538
61.5529,91.3931
41.3028,16.3836
16.4826,81.7553
11.5154,66.8318
33.0347,25.2436
76.6761,67.2529
32.5002,10.6406
16.2278,25.3575
57.9806,86.6269
23.2816,84.2646
89.8539,74.8806
14.7287,19.4877
23.8433,29.4523
8.71821,49.743
18.1919,76.7422
78.5647,20.4563
9.35257,21.0571
10.1988,79.2623
53.544,79.9796
93.2769,43.791
53.4947,8.54074
5.50152,27.9976
53.2049,19.1799
40.93,87.9599
24.9522,7.44071
45.411,20.2179
13.1273,72.3571
80.8466,13.368
18.8051,35.7345
47.9509,84.4295
75.6084,29.6933
99.2483,52.2039
93.7766,27.2203
55.6646,0.755047
98.8559,40.873
7.52773,71.8195
38.1631,98.2222
61.0416,20.7323
6.01238,56.3018
13.9252,38.1863
38.4655,80.0417
97.864,46.0483
80.0539,73.7091
57.2527,14.3659
72.9388,88.9699
32.2248,4.89799
51.0287,99.4846
83.2912,56.942
81.1601,39.9598
37.3673,5.99827
70.5982,25.2755
93.6315,62.7909
1.4466,59.3266
27.3912,88.3038
32.2447,17.197
42.2115,4.50738
68.8485,10.5777
4.3241,67.1046
86.7577,37.0678
43.854,79.9484
21.1934,89.5256
69.6019,73.1445
19.9316,10.2292
10.8535,25.9984
74.1128,9.3339
3.66644,33.3814
19.2075,40.7485
56.0268,98.2418
70.4698,5.11932
77.8918,91.2039
65.2453,2.68055
89.1409,65.011
20.0127,52.1828
89.2512,79.9753
0.779871,46.8437
26.4132,13.8531
55.1905,93.009
86.3429,24.2956
27.8628,70.7032
97.3531,58.2413
87.3996,53.9423
63.1887,86.5198
16.0477,14.5897
27.8136,80.8785
